image_path,label_path,split
Images/trainval/00062.jpg,Annotations/trainval/00062.xml,train
Images/trainval/00063.jpg,Annotations/trainval/00063.xml,train
Images/trainval/00064.jpg,Annotations/trainval/00064.xml,train
Images/trainval/00065.jpg,Annotations/trainval/00065.xml,train
Images/trainval/00066.jpg,Annotations/trainval/00066.xml,train
Images/trainval/00067.jpg,Annotations/trainval/00067.xml,train
Images/trainval/00068.jpg,Annotations/trainval/00068.xml,train
Images/trainval/00069.jpg,Annotations/trainval/00069.xml,train
Images/trainval/00070.jpg,Annotations/trainval/00070.xml,train
Images/trainval/00071.jpg,Annotations/trainval/00071.xml,train
Images/trainval/00072.jpg,Annotations/trainval/00072.xml,train
Images/trainval/00073.jpg,Annotations/trainval/00073.xml,train
Images/trainval/00074.jpg,Annotations/trainval/00074.xml,train
Images/trainval/00075.jpg,Annotations/trainval/00075.xml,train
Images/trainval/00076.jpg,Annotations/trainval/00076.xml,train
Images/trainval/00077.jpg,Annotations/trainval/00077.xml,train
Images/trainval/00078.jpg,Annotations/trainval/00078.xml,train
Images/trainval/00079.jpg,Annotations/trainval/00079.xml,train
Images/trainval/00080.jpg,Annotations/trainval/00080.xml,train
Images/trainval/00081.jpg,Annotations/trainval/00081.xml,train
Images/trainval/00082.jpg,Annotations/trainval/00082.xml,train
Images/trainval/00083.jpg,Annotations/trainval/00083.xml,train
Images/trainval/00084.jpg,Annotations/trainval/00084.xml,train
Images/trainval/00085.jpg,Annotations/trainval/00085.xml,train
Images/trainval/00086.jpg,Annotations/trainval/00086.xml,train
Images/trainval/00087.jpg,Annotations/trainval/00087.xml,train
Images/trainval/00088.jpg,Annotations/trainval/00088.xml,train
Images/trainval/00089.jpg,Annotations/trainval/00089.xml,train
Images/trainval/00090.jpg,Annotations/trainval/00090.xml,train
Images/trainval/00091.jpg,Annotations/trainval/00091.xml,train
Images/trainval/00092.jpg,Annotations/trainval/00092.xml,train
Images/trainval/00093.jpg,Annotations/trainval/00093.xml,train
Images/trainval/00094.jpg,Annotations/trainval/00094.xml,train
Images/trainval/00095.jpg,Annotations/trainval/00095.xml,train
Images/trainval/00096.jpg,Annotations/trainval/00096.xml,train
Images/trainval/00097.jpg,Annotations/trainval/00097.xml,train
Images/trainval/00098.jpg,Annotations/trainval/00098.xml,train
Images/trainval/00099.jpg,Annotations/trainval/00099.xml,train
Images/trainval/00100.jpg,Annotations/trainval/00100.xml,train
Images/trainval/00101.jpg,Annotations/trainval/00101.xml,train
Images/trainval/00102.jpg,Annotations/trainval/00102.xml,train
Images/trainval/00103.jpg,Annotations/trainval/00103.xml,train
Images/trainval/00104.jpg,Annotations/trainval/00104.xml,train
Images/trainval/00105.jpg,Annotations/trainval/00105.xml,train
Images/trainval/00106.jpg,Annotations/trainval/00106.xml,train
Images/trainval/00107.jpg,Annotations/trainval/00107.xml,train
Images/trainval/00108.jpg,Annotations/trainval/00108.xml,train
Images/trainval/00109.jpg,Annotations/trainval/00109.xml,train
Images/trainval/00110.jpg,Annotations/trainval/00110.xml,train
Images/trainval/00111.jpg,Annotations/trainval/00111.xml,train
Images/trainval/00112.jpg,Annotations/trainval/00112.xml,train
Images/trainval/00113.jpg,Annotations/trainval/00113.xml,train
Images/trainval/00114.jpg,Annotations/trainval/00114.xml,train
Images/trainval/00115.jpg,Annotations/trainval/00115.xml,train
Images/trainval/00116.jpg,Annotations/trainval/00116.xml,train
Images/trainval/00117.jpg,Annotations/trainval/00117.xml,train
Images/trainval/00118.jpg,Annotations/trainval/00118.xml,train
Images/trainval/00119.jpg,Annotations/trainval/00119.xml,train
Images/trainval/00120.jpg,Annotations/trainval/00120.xml,train
Images/trainval/00121.jpg,Annotations/trainval/00121.xml,train
Images/trainval/00122.jpg,Annotations/trainval/00122.xml,train
Images/trainval/00123.jpg,Annotations/trainval/00123.xml,train
Images/trainval/00124.jpg,Annotations/trainval/00124.xml,train
Images/trainval/00125.jpg,Annotations/trainval/00125.xml,train
Images/trainval/00126.jpg,Annotations/trainval/00126.xml,train
Images/trainval/00127.jpg,Annotations/trainval/00127.xml,train
Images/trainval/00128.jpg,Annotations/trainval/00128.xml,train
Images/trainval/00129.jpg,Annotations/trainval/00129.xml,train
Images/trainval/00130.jpg,Annotations/trainval/00130.xml,train
Images/trainval/00131.jpg,Annotations/trainval/00131.xml,train
Images/trainval/00132.jpg,Annotations/trainval/00132.xml,train
Images/trainval/00133.jpg,Annotations/trainval/00133.xml,train
Images/trainval/00134.jpg,Annotations/trainval/00134.xml,train
Images/trainval/00135.jpg,Annotations/trainval/00135.xml,train
Images/trainval/00136.jpg,Annotations/trainval/00136.xml,train
Images/trainval/00137.jpg,Annotations/trainval/00137.xml,train
Images/trainval/00138.jpg,Annotations/trainval/00138.xml,train
Images/trainval/00139.jpg,Annotations/trainval/00139.xml,train
Images/trainval/00140.jpg,Annotations/trainval/00140.xml,train
Images/trainval/00141.jpg,Annotations/trainval/00141.xml,train
Images/trainval/00142.jpg,Annotations/trainval/00142.xml,train
Images/trainval/00143.jpg,Annotations/trainval/00143.xml,train
Images/trainval/00144.jpg,Annotations/trainval/00144.xml,train
Images/trainval/00145.jpg,Annotations/trainval/00145.xml,train
Images/trainval/00146.jpg,Annotations/trainval/00146.xml,train
Images/trainval/00147.jpg,Annotations/trainval/00147.xml,train
Images/trainval/00148.jpg,Annotations/trainval/00148.xml,train
Images/trainval/00149.jpg,Annotations/trainval/00149.xml,train
Images/trainval/00150.jpg,Annotations/trainval/00150.xml,train
Images/trainval/00151.jpg,Annotations/trainval/00151.xml,train
Images/trainval/00152.jpg,Annotations/trainval/00152.xml,train
Images/trainval/00153.jpg,Annotations/trainval/00153.xml,train
Images/trainval/00154.jpg,Annotations/trainval/00154.xml,train
Images/trainval/00155.jpg,Annotations/trainval/00155.xml,train
Images/trainval/00156.jpg,Annotations/trainval/00156.xml,train
Images/trainval/00157.jpg,Annotations/trainval/00157.xml,train
Images/trainval/00158.jpg,Annotations/trainval/00158.xml,train
Images/trainval/00159.jpg,Annotations/trainval/00159.xml,train
Images/trainval/00160.jpg,Annotations/trainval/00160.xml,train
Images/trainval/00161.jpg,Annotations/trainval/00161.xml,train
Images/trainval/00162.jpg,Annotations/trainval/00162.xml,train
Images/trainval/00163.jpg,Annotations/trainval/00163.xml,train
Images/trainval/00164.jpg,Annotations/trainval/00164.xml,train
Images/trainval/00165.jpg,Annotations/trainval/00165.xml,train
Images/trainval/00166.jpg,Annotations/trainval/00166.xml,train
Images/trainval/00167.jpg,Annotations/trainval/00167.xml,train
Images/trainval/00168.jpg,Annotations/trainval/00168.xml,train
Images/trainval/00169.jpg,Annotations/trainval/00169.xml,train
Images/trainval/00170.jpg,Annotations/trainval/00170.xml,train
Images/trainval/00171.jpg,Annotations/trainval/00171.xml,train
Images/trainval/00172.jpg,Annotations/trainval/00172.xml,train
Images/trainval/00173.jpg,Annotations/trainval/00173.xml,train
Images/trainval/00174.jpg,Annotations/trainval/00174.xml,train
Images/trainval/00175.jpg,Annotations/trainval/00175.xml,train
Images/trainval/00176.jpg,Annotations/trainval/00176.xml,train
Images/trainval/00177.jpg,Annotations/trainval/00177.xml,train
Images/trainval/00178.jpg,Annotations/trainval/00178.xml,train
Images/trainval/00179.jpg,Annotations/trainval/00179.xml,train
Images/trainval/00180.jpg,Annotations/trainval/00180.xml,train
Images/trainval/00181.jpg,Annotations/trainval/00181.xml,train
Images/trainval/00182.jpg,Annotations/trainval/00182.xml,train
Images/trainval/00183.jpg,Annotations/trainval/00183.xml,train
Images/trainval/00184.jpg,Annotations/trainval/00184.xml,train
Images/trainval/00185.jpg,Annotations/trainval/00185.xml,train
Images/trainval/00186.jpg,Annotations/trainval/00186.xml,train
Images/trainval/00187.jpg,Annotations/trainval/00187.xml,train
Images/trainval/00188.jpg,Annotations/trainval/00188.xml,train
Images/trainval/00189.jpg,Annotations/trainval/00189.xml,train
Images/trainval/00190.jpg,Annotations/trainval/00190.xml,train
Images/trainval/00191.jpg,Annotations/trainval/00191.xml,train
Images/trainval/00192.jpg,Annotations/trainval/00192.xml,train
Images/trainval/00193.jpg,Annotations/trainval/00193.xml,train
Images/trainval/00194.jpg,Annotations/trainval/00194.xml,train
Images/trainval/00195.jpg,Annotations/trainval/00195.xml,train
Images/trainval/00196.jpg,Annotations/trainval/00196.xml,train
Images/trainval/00197.jpg,Annotations/trainval/00197.xml,train
Images/trainval/00198.jpg,Annotations/trainval/00198.xml,train
Images/trainval/00199.jpg,Annotations/trainval/00199.xml,train
Images/trainval/00200.jpg,Annotations/trainval/00200.xml,train
Images/trainval/00201.jpg,Annotations/trainval/00201.xml,train
Images/trainval/00202.jpg,Annotations/trainval/00202.xml,train
Images/trainval/00203.jpg,Annotations/trainval/00203.xml,train
Images/trainval/00204.jpg,Annotations/trainval/00204.xml,train
Images/trainval/00205.jpg,Annotations/trainval/00205.xml,train
Images/trainval/00206.jpg,Annotations/trainval/00206.xml,train
Images/trainval/00207.jpg,Annotations/trainval/00207.xml,train
Images/trainval/00208.jpg,Annotations/trainval/00208.xml,train
Images/trainval/00209.jpg,Annotations/trainval/00209.xml,train
Images/trainval/00210.jpg,Annotations/trainval/00210.xml,train
Images/trainval/00211.jpg,Annotations/trainval/00211.xml,train
Images/trainval/00212.jpg,Annotations/trainval/00212.xml,train
Images/trainval/00213.jpg,Annotations/trainval/00213.xml,train
Images/trainval/00214.jpg,Annotations/trainval/00214.xml,train
Images/trainval/00215.jpg,Annotations/trainval/00215.xml,train
Images/trainval/00216.jpg,Annotations/trainval/00216.xml,train
Images/trainval/00217.jpg,Annotations/trainval/00217.xml,train
Images/trainval/00218.jpg,Annotations/trainval/00218.xml,train
Images/trainval/00219.jpg,Annotations/trainval/00219.xml,train
Images/trainval/00220.jpg,Annotations/trainval/00220.xml,train
Images/trainval/00221.jpg,Annotations/trainval/00221.xml,train
Images/trainval/00222.jpg,Annotations/trainval/00222.xml,train
Images/trainval/00223.jpg,Annotations/trainval/00223.xml,train
Images/trainval/00224.jpg,Annotations/trainval/00224.xml,train
Images/trainval/00225.jpg,Annotations/trainval/00225.xml,train
Images/trainval/00226.jpg,Annotations/trainval/00226.xml,train
Images/trainval/00227.jpg,Annotations/trainval/00227.xml,train
Images/trainval/00228.jpg,Annotations/trainval/00228.xml,train
Images/trainval/00229.jpg,Annotations/trainval/00229.xml,train
Images/trainval/00230.jpg,Annotations/trainval/00230.xml,train
Images/trainval/00231.jpg,Annotations/trainval/00231.xml,train
Images/trainval/00232.jpg,Annotations/trainval/00232.xml,train
Images/trainval/00233.jpg,Annotations/trainval/00233.xml,train
Images/trainval/00234.jpg,Annotations/trainval/00234.xml,train
Images/trainval/00235.jpg,Annotations/trainval/00235.xml,train
Images/trainval/00236.jpg,Annotations/trainval/00236.xml,train
Images/trainval/00237.jpg,Annotations/trainval/00237.xml,train
Images/trainval/00238.jpg,Annotations/trainval/00238.xml,train
Images/trainval/00239.jpg,Annotations/trainval/00239.xml,train
Images/trainval/00240.jpg,Annotations/trainval/00240.xml,train
Images/trainval/00241.jpg,Annotations/trainval/00241.xml,train
Images/trainval/00242.jpg,Annotations/trainval/00242.xml,train
Images/trainval/00243.jpg,Annotations/trainval/00243.xml,train
Images/trainval/00244.jpg,Annotations/trainval/00244.xml,train
Images/trainval/00245.jpg,Annotations/trainval/00245.xml,train
Images/trainval/00246.jpg,Annotations/trainval/00246.xml,train
Images/trainval/00247.jpg,Annotations/trainval/00247.xml,train
Images/trainval/00248.jpg,Annotations/trainval/00248.xml,train
Images/trainval/00249.jpg,Annotations/trainval/00249.xml,train
Images/trainval/00250.jpg,Annotations/trainval/00250.xml,train
Images/trainval/00251.jpg,Annotations/trainval/00251.xml,train
Images/trainval/00252.jpg,Annotations/trainval/00252.xml,train
Images/trainval/00253.jpg,Annotations/trainval/00253.xml,train
Images/trainval/00254.jpg,Annotations/trainval/00254.xml,train
Images/trainval/00255.jpg,Annotations/trainval/00255.xml,train
Images/trainval/00256.jpg,Annotations/trainval/00256.xml,train
Images/trainval/00257.jpg,Annotations/trainval/00257.xml,train
Images/trainval/00258.jpg,Annotations/trainval/00258.xml,train
Images/trainval/00259.jpg,Annotations/trainval/00259.xml,train
Images/trainval/00260.jpg,Annotations/trainval/00260.xml,train
Images/trainval/00261.jpg,Annotations/trainval/00261.xml,train
Images/trainval/00262.jpg,Annotations/trainval/00262.xml,train
Images/trainval/00263.jpg,Annotations/trainval/00263.xml,train
Images/trainval/00264.jpg,Annotations/trainval/00264.xml,train
Images/trainval/00265.jpg,Annotations/trainval/00265.xml,train
Images/trainval/00266.jpg,Annotations/trainval/00266.xml,train
Images/trainval/00267.jpg,Annotations/trainval/00267.xml,train
Images/trainval/00268.jpg,Annotations/trainval/00268.xml,train
Images/trainval/00269.jpg,Annotations/trainval/00269.xml,train
Images/trainval/00270.jpg,Annotations/trainval/00270.xml,train
Images/trainval/00271.jpg,Annotations/trainval/00271.xml,train
Images/trainval/00272.jpg,Annotations/trainval/00272.xml,train
Images/trainval/00273.jpg,Annotations/trainval/00273.xml,train
Images/trainval/00274.jpg,Annotations/trainval/00274.xml,train
Images/trainval/00275.jpg,Annotations/trainval/00275.xml,train
Images/trainval/00276.jpg,Annotations/trainval/00276.xml,train
Images/trainval/00277.jpg,Annotations/trainval/00277.xml,train
Images/trainval/00278.jpg,Annotations/trainval/00278.xml,train
Images/trainval/00279.jpg,Annotations/trainval/00279.xml,train
Images/trainval/00280.jpg,Annotations/trainval/00280.xml,train
Images/trainval/00281.jpg,Annotations/trainval/00281.xml,train
Images/trainval/00282.jpg,Annotations/trainval/00282.xml,train
Images/trainval/00283.jpg,Annotations/trainval/00283.xml,train
Images/trainval/00284.jpg,Annotations/trainval/00284.xml,train
Images/trainval/00285.jpg,Annotations/trainval/00285.xml,train
Images/trainval/00286.jpg,Annotations/trainval/00286.xml,train
Images/trainval/00287.jpg,Annotations/trainval/00287.xml,train
Images/trainval/00288.jpg,Annotations/trainval/00288.xml,train
Images/trainval/00289.jpg,Annotations/trainval/00289.xml,train
Images/trainval/00290.jpg,Annotations/trainval/00290.xml,train
Images/trainval/00291.jpg,Annotations/trainval/00291.xml,train
Images/trainval/00292.jpg,Annotations/trainval/00292.xml,train
Images/trainval/00293.jpg,Annotations/trainval/00293.xml,train
Images/trainval/00294.jpg,Annotations/trainval/00294.xml,train
Images/trainval/00295.jpg,Annotations/trainval/00295.xml,train
Images/trainval/00296.jpg,Annotations/trainval/00296.xml,train
Images/trainval/00297.jpg,Annotations/trainval/00297.xml,train
Images/trainval/00298.jpg,Annotations/trainval/00298.xml,train
Images/trainval/00299.jpg,Annotations/trainval/00299.xml,train
Images/trainval/00300.jpg,Annotations/trainval/00300.xml,train
Images/trainval/00301.jpg,Annotations/trainval/00301.xml,train
Images/trainval/00302.jpg,Annotations/trainval/00302.xml,train
Images/trainval/00303.jpg,Annotations/trainval/00303.xml,train
Images/trainval/00304.jpg,Annotations/trainval/00304.xml,train
Images/trainval/00305.jpg,Annotations/trainval/00305.xml,train
Images/trainval/00306.jpg,Annotations/trainval/00306.xml,train
Images/trainval/00307.jpg,Annotations/trainval/00307.xml,train
Images/trainval/00308.jpg,Annotations/trainval/00308.xml,train
Images/trainval/00309.jpg,Annotations/trainval/00309.xml,train
Images/trainval/00310.jpg,Annotations/trainval/00310.xml,train
Images/trainval/00311.jpg,Annotations/trainval/00311.xml,train
Images/trainval/00312.jpg,Annotations/trainval/00312.xml,train
Images/trainval/00313.jpg,Annotations/trainval/00313.xml,train
Images/trainval/00314.jpg,Annotations/trainval/00314.xml,train
Images/trainval/00315.jpg,Annotations/trainval/00315.xml,train
Images/trainval/00316.jpg,Annotations/trainval/00316.xml,train
Images/trainval/00317.jpg,Annotations/trainval/00317.xml,train
Images/trainval/00318.jpg,Annotations/trainval/00318.xml,train
Images/trainval/00319.jpg,Annotations/trainval/00319.xml,train
Images/trainval/00320.jpg,Annotations/trainval/00320.xml,train
Images/trainval/00321.jpg,Annotations/trainval/00321.xml,train
Images/trainval/00322.jpg,Annotations/trainval/00322.xml,train
Images/trainval/00323.jpg,Annotations/trainval/00323.xml,train
Images/trainval/00324.jpg,Annotations/trainval/00324.xml,train
Images/trainval/00325.jpg,Annotations/trainval/00325.xml,train
Images/trainval/00326.jpg,Annotations/trainval/00326.xml,train
Images/trainval/00327.jpg,Annotations/trainval/00327.xml,train
Images/trainval/00328.jpg,Annotations/trainval/00328.xml,train
Images/trainval/00329.jpg,Annotations/trainval/00329.xml,train
Images/trainval/00330.jpg,Annotations/trainval/00330.xml,train
Images/trainval/00331.jpg,Annotations/trainval/00331.xml,train
Images/trainval/00332.jpg,Annotations/trainval/00332.xml,train
Images/trainval/00333.jpg,Annotations/trainval/00333.xml,train
Images/trainval/00334.jpg,Annotations/trainval/00334.xml,train
Images/trainval/00335.jpg,Annotations/trainval/00335.xml,train
Images/trainval/00336.jpg,Annotations/trainval/00336.xml,train
Images/trainval/00337.jpg,Annotations/trainval/00337.xml,train
Images/trainval/00338.jpg,Annotations/trainval/00338.xml,train
Images/trainval/00339.jpg,Annotations/trainval/00339.xml,train
Images/trainval/00340.jpg,Annotations/trainval/00340.xml,train
Images/trainval/00341.jpg,Annotations/trainval/00341.xml,train
Images/trainval/00342.jpg,Annotations/trainval/00342.xml,train
Images/trainval/00343.jpg,Annotations/trainval/00343.xml,train
Images/trainval/00344.jpg,Annotations/trainval/00344.xml,train
Images/trainval/00345.jpg,Annotations/trainval/00345.xml,train
Images/trainval/00346.jpg,Annotations/trainval/00346.xml,train
Images/trainval/00347.jpg,Annotations/trainval/00347.xml,train
Images/trainval/00348.jpg,Annotations/trainval/00348.xml,train
Images/trainval/00349.jpg,Annotations/trainval/00349.xml,train
Images/trainval/00350.jpg,Annotations/trainval/00350.xml,train
Images/trainval/00351.jpg,Annotations/trainval/00351.xml,train
Images/trainval/00352.jpg,Annotations/trainval/00352.xml,train
Images/trainval/00353.jpg,Annotations/trainval/00353.xml,train
Images/trainval/00354.jpg,Annotations/trainval/00354.xml,train
Images/trainval/00355.jpg,Annotations/trainval/00355.xml,train
Images/trainval/00356.jpg,Annotations/trainval/00356.xml,train
Images/trainval/00357.jpg,Annotations/trainval/00357.xml,train
Images/trainval/00358.jpg,Annotations/trainval/00358.xml,train
Images/trainval/00359.jpg,Annotations/trainval/00359.xml,train
Images/trainval/00360.jpg,Annotations/trainval/00360.xml,train
Images/trainval/00361.jpg,Annotations/trainval/00361.xml,train
Images/trainval/00362.jpg,Annotations/trainval/00362.xml,train
Images/trainval/00363.jpg,Annotations/trainval/00363.xml,train
Images/trainval/00364.jpg,Annotations/trainval/00364.xml,train
Images/trainval/00365.jpg,Annotations/trainval/00365.xml,train
Images/trainval/00366.jpg,Annotations/trainval/00366.xml,train
Images/trainval/00367.jpg,Annotations/trainval/00367.xml,train
Images/trainval/00368.jpg,Annotations/trainval/00368.xml,train
Images/trainval/00369.jpg,Annotations/trainval/00369.xml,train
Images/trainval/00370.jpg,Annotations/trainval/00370.xml,train
Images/trainval/00371.jpg,Annotations/trainval/00371.xml,train
Images/trainval/00372.jpg,Annotations/trainval/00372.xml,train
Images/trainval/00373.jpg,Annotations/trainval/00373.xml,train
Images/trainval/00374.jpg,Annotations/trainval/00374.xml,train
Images/trainval/00375.jpg,Annotations/trainval/00375.xml,train
Images/trainval/00376.jpg,Annotations/trainval/00376.xml,train
Images/trainval/00377.jpg,Annotations/trainval/00377.xml,train
Images/trainval/00378.jpg,Annotations/trainval/00378.xml,train
Images/trainval/00379.jpg,Annotations/trainval/00379.xml,train
Images/trainval/00380.jpg,Annotations/trainval/00380.xml,train
Images/trainval/00381.jpg,Annotations/trainval/00381.xml,train
Images/trainval/00382.jpg,Annotations/trainval/00382.xml,train
Images/trainval/00383.jpg,Annotations/trainval/00383.xml,train
Images/trainval/00384.jpg,Annotations/trainval/00384.xml,train
Images/trainval/00385.jpg,Annotations/trainval/00385.xml,train
Images/trainval/00386.jpg,Annotations/trainval/00386.xml,train
Images/trainval/00387.jpg,Annotations/trainval/00387.xml,train
Images/trainval/00388.jpg,Annotations/trainval/00388.xml,train
Images/trainval/00389.jpg,Annotations/trainval/00389.xml,train
Images/trainval/00390.jpg,Annotations/trainval/00390.xml,train
Images/trainval/00391.jpg,Annotations/trainval/00391.xml,train
Images/trainval/00392.jpg,Annotations/trainval/00392.xml,train
Images/trainval/00393.jpg,Annotations/trainval/00393.xml,train
Images/trainval/00394.jpg,Annotations/trainval/00394.xml,train
Images/trainval/00395.jpg,Annotations/trainval/00395.xml,train
Images/trainval/00396.jpg,Annotations/trainval/00396.xml,train
Images/trainval/00397.jpg,Annotations/trainval/00397.xml,train
Images/trainval/00398.jpg,Annotations/trainval/00398.xml,train
Images/trainval/00399.jpg,Annotations/trainval/00399.xml,train
Images/trainval/00400.jpg,Annotations/trainval/00400.xml,train
Images/trainval/00401.jpg,Annotations/trainval/00401.xml,train
Images/trainval/00402.jpg,Annotations/trainval/00402.xml,train
Images/trainval/00403.jpg,Annotations/trainval/00403.xml,train
Images/trainval/00404.jpg,Annotations/trainval/00404.xml,train
Images/trainval/00405.jpg,Annotations/trainval/00405.xml,train
Images/trainval/00406.jpg,Annotations/trainval/00406.xml,train
Images/trainval/00407.jpg,Annotations/trainval/00407.xml,train
Images/trainval/00408.jpg,Annotations/trainval/00408.xml,train
Images/trainval/00409.jpg,Annotations/trainval/00409.xml,train
Images/trainval/00410.jpg,Annotations/trainval/00410.xml,train
Images/trainval/00411.jpg,Annotations/trainval/00411.xml,train
Images/trainval/00412.jpg,Annotations/trainval/00412.xml,train
Images/trainval/00413.jpg,Annotations/trainval/00413.xml,train
Images/trainval/00414.jpg,Annotations/trainval/00414.xml,train
Images/trainval/00415.jpg,Annotations/trainval/00415.xml,train
Images/trainval/00416.jpg,Annotations/trainval/00416.xml,train
Images/trainval/00417.jpg,Annotations/trainval/00417.xml,train
Images/trainval/00418.jpg,Annotations/trainval/00418.xml,train
Images/trainval/00419.jpg,Annotations/trainval/00419.xml,train
Images/trainval/00420.jpg,Annotations/trainval/00420.xml,train
Images/trainval/00421.jpg,Annotations/trainval/00421.xml,train
Images/trainval/00422.jpg,Annotations/trainval/00422.xml,train
Images/trainval/00423.jpg,Annotations/trainval/00423.xml,train
Images/trainval/00424.jpg,Annotations/trainval/00424.xml,train
Images/trainval/00425.jpg,Annotations/trainval/00425.xml,train
Images/trainval/00426.jpg,Annotations/trainval/00426.xml,train
Images/trainval/00427.jpg,Annotations/trainval/00427.xml,train
Images/trainval/00428.jpg,Annotations/trainval/00428.xml,train
Images/trainval/00429.jpg,Annotations/trainval/00429.xml,train
Images/trainval/00430.jpg,Annotations/trainval/00430.xml,train
Images/trainval/00431.jpg,Annotations/trainval/00431.xml,train
Images/trainval/00432.jpg,Annotations/trainval/00432.xml,train
Images/trainval/00433.jpg,Annotations/trainval/00433.xml,train
Images/trainval/00434.jpg,Annotations/trainval/00434.xml,train
Images/trainval/00435.jpg,Annotations/trainval/00435.xml,train
Images/trainval/00436.jpg,Annotations/trainval/00436.xml,train
Images/trainval/00437.jpg,Annotations/trainval/00437.xml,train
Images/trainval/00438.jpg,Annotations/trainval/00438.xml,train
Images/trainval/00439.jpg,Annotations/trainval/00439.xml,train
Images/trainval/00440.jpg,Annotations/trainval/00440.xml,train
Images/trainval/00441.jpg,Annotations/trainval/00441.xml,train
Images/trainval/00442.jpg,Annotations/trainval/00442.xml,train
Images/trainval/00443.jpg,Annotations/trainval/00443.xml,train
Images/trainval/00444.jpg,Annotations/trainval/00444.xml,train
Images/trainval/00445.jpg,Annotations/trainval/00445.xml,train
Images/trainval/00446.jpg,Annotations/trainval/00446.xml,train
Images/trainval/00447.jpg,Annotations/trainval/00447.xml,train
Images/trainval/00448.jpg,Annotations/trainval/00448.xml,train
Images/trainval/00449.jpg,Annotations/trainval/00449.xml,train
Images/trainval/00450.jpg,Annotations/trainval/00450.xml,train
